country,PC1,PC2,PC3,PC4,PC5
Egypt,13.181763611385142,1.6828333928774308,8.409267780382022,-2.11514634270419,6.828646858761104
Syria,15.627859632772159,8.391394043195568,22.280208372364633,5.478912986448118,0.7259935888645619
Lebanon,11.104351569538638,-2.0263228779733775,2.529460570800371,-1.4954904596844378,4.102724433233819
Jordan,9.98198983366058,-3.6565168625443305,-1.7301725719544534,-3.681897671104472,4.526449266888673
Israel,-41.796272181776835,44.46790831730096,-1.1270230653274154,-19.681044798097876,1.3549749360779817
Saudi Arabia,10.823897956886988,-1.862978748786112,1.920521403916111,-3.711591739837429,7.291802979549858
Kuwait,11.191333066342821,-2.2521290840651766,1.6452267295902065,-3.3477534093719825,7.2599148424600495
Bahrain,10.362154742839046,-3.289062136659956,-0.46583775374385583,-3.400681529527911,5.622455830227857
Qatar,10.46400768134278,-2.6292057001178644,0.5486187200404402,-3.329770460789843,6.919138372102021
United Arab Emirates,10.247236541080909,-3.3271773108294456,-0.67402704631441,-3.596013310375046,5.278165791981542
Oman,12.263652132956478,-1.5830971995002816,3.6372294123985216,-2.6755113671645905,7.589475205846214
Kyrgyzstan,10.353517833060879,0.2785446497301067,7.252859056067336,0.496878449672167,1.3532010677255117
Uzbekistan,9.236659889915966,0.8831369082346969,9.277639358972625,0.17608018291678448,2.01583101425506
Kazakhstan,9.08604032895318,-3.1974076619748617,-0.22811361250284323,-0.9044335086427184,-0.27414763076061205
China,9.018193474847697,1.3045920162993123,14.75982847679925,2.3037096763884932,-3.203564373345318
Mongolia,7.0627978588916,-2.90945457934188,-4.261254105901334,0.6890234778015694,-1.2963706427169253
North Korea,11.083411957762275,12.117054115306674,27.68718065578752,5.10719055754497,-6.826664353228865
South Korea,-16.681239577731926,-6.725631758628473,6.897625641250378,-0.25036851751638955,-1.4425016533945236
Japan,-12.72172076953127,-8.48358841196343,-0.641815098715447,0.9634912461626897,1.0054476115741324
India,6.847242294600958,4.754816113327795,13.289360475500157,0.0231348554787425,-7.50660436436602
Bhutan,8.472892771682876,-2.160239101006307,-1.4024462290668045,-1.6821604684330587,-4.395298361140208
Pakistan,7.59315534263435,2.9122640451439064,11.15933731484169,-2.4578004344408573,-5.6907691912624
Bangladesh,9.622555178593158,-4.386490108849574,-2.9123622513759546,-2.618835892438062,0.3497716055631552
Myanmar (Burma),8.310059030189814,7.514340657833645,1.0872274439825116,5.168436005829835,4.513451900839651
Maldives,8.625909015332288,-4.953186019070449,-4.488139399180134,-3.44438218965441,0.8810860489123283
Nepal,9.494371777535086,-3.108165625206912,-1.0935840823593597,-1.9636113201514012,0.4007510942477849
Thailand,7.997086152062432,-4.496999114445807,-4.535360864298467,-1.5851017997666506,-0.7643411679754717
Laos,12.11733877270461,-1.5416870557504276,3.2053364300894693,0.6330862197271365,2.772029882667538
Vietnam,12.036123031321663,-1.000871629485473,4.265164495910764,-1.201659337851394,5.247735020828959
Malaysia,9.636464911257725,-3.983328756327725,-2.875205696985029,-2.8456863151805813,0.41437182706149056
Singapore,8.96779194457233,-4.355072681067798,-3.157101916081574,-2.3321967180928835,-0.005675636965679333
Brunei,10.584304461517346,-3.8360890447043072,-1.8219756601256925,-3.0687703241791358,1.95765803812956
Philippines,8.876953299767893,-4.094426143016163,-3.1019963609884895,-0.7902927884635034,-1.1530134377180838
Indonesia,11.142418332474627,-2.7961009128633068,0.8089239632651792,-1.9765019983588288,3.9937149708984485
Australia,-24.037039763036127,3.7561518978926127,-5.114052903974906,8.939444980466357,3.659668698420287
Papua New Guinea,2.3730721682094362,6.28799902652074,-6.8005348964038905,1.9613414444298414,3.4285233500404817
New Zealand,-10.620551575459999,-7.988470655081269,-1.928540813067813,2.3171107774588524,1.9640019039918106
Vanuatu,1.8028244966069886,7.782880493454589,-12.24952002188802,4.288943677683004,-1.146813356005567
Solomon Islands,2.2731369691859933,4.793272870382235,-9.220635731134257,0.4337229808948915,-0.020123704559502187
Kiribati,-1.9887271689875947,12.380207334177593,-7.662862612425821,-1.3617977166265656,-2.350092086047678
Tuvalu,-1.7785986793121442,9.268945334815797,-5.8511160540841,-3.299093521775768,-0.5683603918217756
Fiji,6.514104662732541,0.10092539272966711,-4.192884516270317,2.152423273347011,-0.6509042101900335
Tonga,-2.930204490031195,13.935183164906263,0.5601152778382713,5.7895367607475645,-1.904007268599978
Nauru,-7.684218563868333,32.10548941253621,1.9519032160483967,11.618894566237964,2.94556764551338
Marshall Islands,-18.923122735855856,21.053366118577188,-15.132614950372215,13.059113936298797,7.010248829815551
Palau,-11.900326369331216,21.357375675959403,-8.360469694607323,9.07315224526011,0.9830010856760062
Micronesia (Federated States of),-24.965323896649927,21.662822882949165,-10.331386746632532,10.462198974313866,5.162075716089168
Samoa,3.0183304456814475,-1.66852849547018,-4.082932866809015,1.3278627817317388,-1.9567857394499804
Austria,-11.67396576114744,-8.059144760026406,-2.0614235322205277,2.023320613142579,2.450458680989992
Bosnia & Herzegovina,-14.152959613659062,-8.2323584872853,1.977198882395115,2.030775743619606,-0.37917575266716147
Nigeria,8.374615931654304,-1.7063387233402807,-3.5440534111649113,-0.9769903178097559,-0.5683026456044622
Uganda,10.308030875260949,4.9718015026343325,3.0609022541024644,0.7889522063183259,2.2751061009421782
Djibouti,9.297406997117726,-3.7475063683623975,-3.684312419127073,-3.6326808838898437,1.487208707602101
Angola,8.461704412759133,0.4126302150931576,2.8825105542421223,0.8303698212548143,-5.6449562184272395
Libya,10.220106553282205,-2.6318648621540315,-1.2630287811590715,-3.6907255483381025,3.205554094288816
Afghanistan,9.571293780345787,-2.963005136744574,-2.7224842981963553,-2.7914766982534105,-0.9342098603865543
Sri Lanka,9.53157695493346,-3.501778356126386,-1.1345357457914753,-1.558652197327469,1.4124575510081048
Cambodia,10.943420446646115,-2.7330495267761057,1.0550226921188506,-0.2741434926160392,0.27233441454541074
Equatorial Guinea,1.263405368833232,15.869357787000002,5.165367835392238,-0.03132821327445873,8.056345357882458
Mauritania,11.349075218327478,-1.6090846826895453,-0.8753753622822792,-2.5335601024245693,1.6170130163401402
Congo - Kinshasa,1.5945736453849255,15.537249895449959,-4.076456320927022,3.0889354718608337,-4.010542838355753
Rwanda,0.42890117095358493,16.059553378296993,4.395763926815017,5.711661151097957,5.640568433521165
Mozambique,9.666379931331832,-3.6767043390802208,-2.5162524574314538,-1.646618684729409,-1.0139459869324376
Zambia,8.601019647510267,-2.6140580427915467,-3.4203725778844385,-1.3421430037075401,-3.2456601338446225
Comoros,6.293880500855643,4.706613934786991,-3.9393211612871446,-3.467267983092749,-2.8712192788136437
Seychelles,2.049327704227132,11.890230652440305,5.680860070345253,4.131708966909685,-9.931161088302636
Turkmenistan,6.7862176479123715,4.888844892305022,4.452921637093784,-2.1592937072885316,-2.416803549439171
Tajikistan,9.857758483219076,-1.3230839627295916,3.5717397991198934,-0.300639113589215,2.366301106055613
Guinea-Bissau,4.8936875817323715,4.960791899650377,-6.381781988978941,-4.048916631324013,-5.27782446160732
São Tomé & Príncipe,-5.163369077299007,22.88054195396986,11.339384105370392,-0.36204735552168366,-5.673467803449747
Yemen,10.755496563090613,-1.8495073088142815,0.18356985799869124,-3.042135746228273,5.680421950980535
Timor-Leste,6.201789014133265,-1.1900630354875306,-3.693474115243809,0.6858945829553447,-2.3560591636460724
